"R0000100","R4893600","R4893700","R4893800","R4893900","R4894000","R5459400","R5464100","R5473500","R5484100","R5532200","R5532300","R5532400","R5532500","R5532600","R7222400","R7227800","R7237200","R7248400","R7273600","R7273700","R7273800","R7273900","R7274000","R7274100","S0920800","S0920900","S0921000","S0921100","S0921200","S1530100","S1530200","S1530300","S1530400","S1530500","S1530600","S1530700","S1530800","S1530900","S1531000","S1535500","S1541700","S1552500","S1564300","S2000000","S2000100","S2000200","S2000300","S2000400","S2000500","S2000600","S2005400","S2011500","S2022300","S2034400","S3800000","S3800100","S3800200","S3800300","S3800400","S3800500","S3800600","S3800700","S3805700","S3812400","S3823200","S3835800","S4681900","S4682000","S4682100","S4682200","S4682300","S5400000","S5400100","S5400200","S5400300","S5400400","S5400500","S5400600","S5405600","S5412800","S5423200","S5436300","S7500000","S7500100","S7500200","S7500300","S7500400","S7500500","S7500600","S7500700","S7500800","S7506100","S7513700","S7525300","S7537100","S8332300","S8332400","S8332500","S8332600","S8332700","T0007500","T0007600","T0007700","T0007800","T0007900","T0008000","T0009400","T0014100","T0025600","T0033700","T2009900","T2010000","T2010100","T2010200","T2010300","T2010400","T2010500","T2010600","T2010700","T2012100","T2016200","T2020500","T2021300","T2782600","T2782700","T2782800","T2782900","T2783000","T3600200","T3600300","T3600400","T3600500","T3600600","T3600700","T3600800","T3600900","T3601000","T3601100","T3602100","T3606500","T3611200","T3612000","T5200700","T5200800","T5200900","T5201000","T5201100","T5201200","T5202300","T5206900","T5211600","T5211900","T6143700","T6143800","T6143900","T6144000","T6144100"
30,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
31,4,1,2,2,2,1,-3,3,1,-4,-4,-4,-4,-4,1,92060,3,1,-4,-4,-4,-4,-4,-4,3,4,4,3,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,59500,3,1,-4,-4,-4,-4,-4,-4,-4,1,-3,3,1,-4,-4,-4,-4,-4,-4,-4,-4,1,70009,3,1,3,2,3,3,3,-4,-4,-4,-4,-4,-4,-4,1,-3,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,125450,3,1,-1,-1,-2,-2,-2,-4,-4,-4,-4,-4,-4,1,135100,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,150000,3,1,3,3,3,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,77300,3,1,-4,-4,-4,-4,-4,-4,1,290810,3,1,3,3,3,2,2
32,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,285805,2,1,2,-4,-4,-4,-4,-4,2,3,3,3,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-3,2,1,2,-4,-4,-4,-4,-4,-4,1,57000,3,1,-4,-4,-4,-4,-4,-4,-4,-4,1,-3,3,1,4,1,4,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,140750,3,1,3,3,4,2,4,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-3,2,1,-4,-4,-4,-4,-4,-4,1,160000,2,1,3,3,4,2,4
33,2,3,2,3,3,1,112500,3,1,-4,-4,-4,-4,-4,1,-3,3,1,-4,-4,-4,-4,-4,-4,3,3,4,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,145250,3,1,-4,-4,-4,-4,-4,-4,-4,1,129010,3,1,-4,-4,-4,-4,-4,-4,-4,-4,1,103250,3,1,3,3,3,3,4,-4,-4,-4,-4,-4,-4,-4,1,-3,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,14600,3,1,3,3,3,3,4,-4,-4,-4,-4,-4,-4,1,98350,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,26050,3,1,2,3,3,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,22800,3,1,-4,-4,-4,-4,-4,-4,1,290810,3,1,3,3,3,3,3
34,3,3,3,3,2,1,-4,3,1,-4,-4,-4,-4,-4,1,-4,3,1,-4,-4,-4,-4,-4,-4,3,3,3,2,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,3,1,-4,-4,-4,-4,-4,-4,-4,1,51000,3,1,-4,-4,-4,-4,-4,-4,-4,-4,1,77250,3,1,3,2,3,3,3,-4,-4,-4,-4,-4,-4,-4,1,-3,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-3,3,1,3,3,3,3,3,-4,-4,-4,-4,-4,-4,1,78098,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,115000,3,1,3,2,3,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,7750,3,1,-4,-4,-4,-4,-4,-4,1,250,3,1,3,2,4,1,4
35,4,2,3,2,3,1,-4,3,1,-4,-4,-4,-4,-4,1,-4,3,1,-4,-4,-4,-4,-4,-4,3,2,3,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,11000,3,1,-4,-4,-4,-4,-4,-4,-4,1,5000,3,1,-4,-4,-4,-4,-4,-4,-4,-4,1,7750,3,1,4,2,3,1,4,-4,-4,-4,-4,-4,-4,-4,1,-3,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,44500,3,1,4,2,3,2,4,-4,-4,-4,-4,-4,-4,1,44000,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-3,3,1,4,2,3,2,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-3,3,1,-4,-4,-4,-4,-4,-4,1,-3,3,1,4,2,4,2,-2
36,2,4,3,3,2,1,-3,2,1,3,-4,-4,-4,-4,1,-3,3,1,-4,-4,-4,-4,-4,-4,2,3,1,3,1,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,7500,-3,-3,-3,-4,-4,-4,-4,-4,-4,1,-3,3,1,3,-4,-4,-4,-4,-4,-4,-4,4,51250,2,1,3,3,3,3,-2,-4,-4,-4,-4,-4,-4,-4,4,38224,2,1,3,-4,-4,-4,-4,-4,-4,-4,-4,4,37750,3,1,3,-2,2,3,3,-4,-4,-4,-4,-4,-4,4,25000,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,26250,3,1,3,2,3,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,29250,3,1,-4,-4,-4,-4,-4,-4,4,30500,3,1,3,4,2,-2,2
37,3,3,3,3,4,1,75000,3,1,-4,-4,-4,-4,-4,1,37500,3,1,-4,-4,-4,-4,-4,-4,4,1,4,1,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,75000,3,1,-4,-4,-4,-4,-4,-4,-4,1,257697,3,1,-4,-4,-4,-4,-4,-4,-4,-4,1,78250,3,1,3,3,3,3,3,-4,-4,-4,-4,-4,-4,-4,1,30250,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-3,3,1,3,3,3,3,3,-4,-4,-4,-4,-4,-4,1,113250,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,100750,3,1,3,3,3,3,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-3,3,0,2,-4,-4,-4,-4,-4,1,290810,3,1,3,3,3,3,4
38,3,2,3,2,3,1,-3,3,1,-4,-4,-4,-4,-4,1,52500,3,1,-4,-4,-4,-4,-4,-4,4,3,4,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,45000,3,1,-4,-4,-4,-4,-4,-4,-4,1,75000,3,1,-4,-4,-4,-4,-4,-4,-4,-4,1,91750,3,1,4,2,4,2,4,-4,-4,-4,-4,-4,-4,-4,1,30250,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,36750,3,1,4,2,4,3,4,2,-4,-4,-4,-4,-4,1,80000,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,105500,3,1,4,2,3,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,105750,3,1,-4,-4,-4,-4,-4,-4,1,110750,3,1,4,3,3,2,4
39,4,3,3,2,3,1,113000,3,1,-4,-4,-4,-4,-4,1,-3,3,1,-4,-4,-4,-4,-4,-4,4,3,3,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,100000,3,1,3,3,-4,-4,-4,-4,-4,1,153000,3,1,-4,-4,-4,-4,-4,-4,-4,-4,1,119054,3,1,3,2,3,2,4,-4,-4,-4,-4,-4,-4,-4,1,126000,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-3,45000,-3,-3,4,2,4,2,4,3,-4,-4,-4,-4,-4,1,4450,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,192500,3,1,3,3,3,2,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,92500,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
40,3,2,3,2,3,1,-4,3,1,-4,-4,-4,-4,-4,1,-4,3,1,-4,-4,-4,-4,-4,-4,3,3,3,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,1,5250,3,1,4,3,3,3,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
41,3,2,3,2,4,1,-4,3,1,-4,-4,-4,-4,-4,1,34000,3,1,-4,-4,-4,-4,-4,-4,3,2,3,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,27500,3,1,-4,-4,-4,-4,-4,-4,-4,1,22000,3,1,2,-4,-4,-4,-4,-4,-4,-4,1,-3,3,1,4,2,4,1,4,-4,-4,-4,-4,-4,-4,-4,1,85000,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,55000,3,1,3,2,3,2,4,-4,-4,-4,-4,-4,-4,1,55920,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,65030,3,1,3,2,3,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,37600,3,1,-4,-4,-4,-4,-4,-4,1,40000,3,1,3,2,4,2,4
42,4,2,3,2,4,1,-4,3,1,-4,-4,-4,-4,-4,1,-4,3,1,-4,-4,-4,-4,-4,-4,2,3,3,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,22500,3,1,-4,-4,-4,-4,-4,-4,-4,1,28000,3,1,-4,-4,-4,-4,-4,-4,-4,-4,1,-3,3,1,3,2,3,2,4,-4,-4,-4,-4,-4,-4,-4,1,-3,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-3,3,1,4,2,4,2,4,-4,-4,-4,-4,-4,-4,1,49500,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-3,3,1,2,3,4,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,23083,3,1,-4,-4,-4,-4,-4,-4,1,-3,3,1,4,2,4,3,4
43,3,3,3,3,4,1,-3,3,1,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,2,4,1,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-3,3,1,-4,-4,-4,-4,-4,-4,-4,1,21000,3,1,-4,-4,-4,-4,-4,-4,-4,-4,1,4500,3,1,4,2,4,3,4,-4,-4,-4,-4,-4,-4,-4,1,7500,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,12700,3,1,2,3,2,2,3,-4,-4,-4,-4,-4,-4,1,18225,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,50728,3,1,3,2,3,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,53000,3,1,-4,-4,-4,-4,-4,-4,1,31076,3,1,3,3,3,3,4
44,4,2,3,1,3,1,17500,3,1,-4,-4,-4,-4,-4,1,0,3,1,-4,-4,-4,-4,-4,-4,4,2,3,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,20000,3,1,-4,-4,-4,-4,-4,-4,-4,1,30000,3,1,-4,-4,-4,-4,-4,-4,-4,-4,1,226750,3,1,4,2,3,2,4,-4,-4,-4,-4,-4,-4,-4,1,37500,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-3,3,1,4,2,3,2,4,-4,-4,-4,-4,-4,-4,1,103000,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,37500,3,1,4,2,3,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,38750,3,1,-4,-4,-4,-4,-4,-4,1,-3,3,1,3,3,3,3,3
45,2,2,2,3,4,1,0,3,1,-4,-4,-4,-4,-4,1,0,3,1,-4,-4,-4,-4,-4,-4,3,3,1,1,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,2500,3,1,-4,-4,-4,-4,-4,-4,-4,1,-3,3,1,-4,-4,-4,-4,-4,-4,-4,-4,1,7500,3,1,4,3,3,3,3,-4,-4,-4,-4,-4,-4,-4,1,-3,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-3,3,1,2,3,2,3,3,-4,-4,-4,-4,-4,-4,1,7000,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,5000,3,1,1,3,2,3,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,7500,3,1,-4,-4,-4,-4,-4,-4,1,19250,3,1,3,3,3,2,4
46,3,2,1,3,1,1,0,3,1,-4,-4,-4,-4,-4,1,0,3,1,-4,-4,-4,-4,-4,-4,4,3,2,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-3,3,1,-4,-4,-4,-4,-4,-4,-4,1,0,3,1,-4,-4,-4,-4,-4,-4,-4,-4,1,0,3,1,4,1,4,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,0,3,1,-1,-2,-2,-2,-2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
47,3,3,4,3,3,1,6000,3,1,3,1,1,-4,-4,1,-3,3,1,2,-4,-4,-4,-4,-4,4,1,4,2,4,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,10000,3,1,2,-4,-4,-4,-4,-4,-4,1,0,3,1,-4,-4,-4,-4,-4,-4,-4,-4,1,-3,3,1,4,3,2,3,4,-4,-4,-4,-4,-4,-4,-4,1,19500,3,1,2,-4,-4,-4,-4,-4,-4,-4,-4,1,35000,3,1,3,3,3,3,3,-4,-4,-4,-4,-4,-4,1,46000,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,65000,3,1,3,3,2,4,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,45000,3,1,-4,-4,-4,-4,-4,-4,1,71000,3,1,3,3,3,3,3
48,3,2,3,2,4,1,-3,3,1,-4,-4,-4,-4,-4,1,-3,3,1,-4,-4,-4,-4,-4,-4,3,2,3,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-3,3,1,2,-4,-4,-4,-4,-4,-4,1,79300,3,1,-4,-4,-4,-4,-4,-4,-4,-4,1,-3,3,1,3,2,4,2,4,-4,-4,-4,-4,-4,-4,-4,1,-3,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,62500,3,1,4,2,4,2,4,-4,-4,-4,-4,-4,-4,1,75000,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,65000,3,1,3,2,3,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,65500,3,1,-4,-4,-4,-4,-4,-4,1,95000,3,1,4,2,4,2,4
49,4,2,4,2,4,1,37500,3,1,-4,-4,-4,-4,-4,1,-3,3,1,-4,-4,-4,-4,-4,-4,4,2,4,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,37500,3,1,-4,-4,-4,-4,-4,-4,-4,1,36000,3,1,-4,-4,-4,-4,-4,-4,-4,-4,1,63750,3,1,3,2,4,2,4,-4,-4,-4,-4,-4,-4,-4,1,-3,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,24000,3,1,4,2,4,2,4,-4,-4,-4,-4,-4,-4,1,29500,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,28750,3,1,3,2,4,1,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,28600,3,1,-4,-4,-4,-4,-4,-4,1,45500,3,1,4,1,4,2,4
50,3,1,3,2,3,1,-4,3,1,2,-4,-4,-4,-4,1,-4,3,1,-4,-4,-4,-4,-4,-4,3,2,3,2,4,2,3,-4,-4,-4,-4,-4,-4,-4,-4,1,2500,1,0,3,-4,-4,-4,-4,-4,-4,1,-3,3,1,-4,-4,-4,-4,-4,-4,-4,-4,1,-3,3,1,4,2,4,2,4,-4,-4,-4,-4,-4,-4,-4,1,-3,3,1,3,-4,-4,-4,-4,-4,-4,-4,-4,1,85000,3,1,4,2,3,3,4,-4,-4,-4,-4,-4,-4,1,-3,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,14000,3,1,4,3,3,3,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,30200,3,1,-4,-4,-4,-4,-4,-4,1,29750,3,1,3,2,3,3,4
51,3,2,4,2,4,1,17500,3,1,-4,-4,-4,-4,-4,1,17500,3,1,-4,-4,-4,-4,-4,-4,3,2,4,1,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,10000,3,1,-4,-4,-4,-4,-4,-4,-4,1,48300,3,1,-4,-4,-4,-4,-4,-4,-4,-4,1,-3,3,1,4,2,4,2,4,-4,-4,-4,-4,-4,-4,-4,1,-3,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,52500,3,1,3,1,4,2,4,-4,-4,-4,-4,-4,-4,1,58000,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,120000,3,1,4,2,4,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,65000,3,1,-4,-4,-4,-4,-4,-4,1,64000,3,1,3,2,3,2,4
52,4,2,4,2,4,1,-4,3,1,-4,-4,-4,-4,-4,1,-3,3,1,-4,-4,-4,-4,-4,-4,3,2,3,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-3,3,1,-4,-4,-4,-4,-4,-4,-4,1,-3,3,1,-4,-4,-4,-4,-4,-4,-4,-4,1,85000,3,1,3,2,3,2,4,-4,-4,-4,-4,-4,-4,-4,1,-3,3,1,3,-4,-4,-4,-4,-4,-4,-4,-4,1,25000,2,1,4,2,3,3,2,3,-4,-4,-4,-4,-4,1,78000,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-3,3,1,3,2,2,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,46000,3,1,-4,-4,-4,-4,-4,-4,1,74637,3,1,3,3,3,3,3
53,4,4,3,3,4,1,-4,3,1,-4,-4,-4,-4,-4,1,5000,3,1,-4,-4,-4,-4,-4,-4,3,3,3,3,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,77500,3,1,-4,-4,-4,-4,-4,-4,-4,1,35000,3,1,-4,-4,-4,-4,-4,-4,-4,-4,1,85000,3,1,4,3,3,2,4,-4,-4,-4,-4,-4,-4,-4,1,-3,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,87500,3,1,3,4,2,3,3,-4,-4,-4,-4,-4,-4,1,112000,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,128000,3,1,3,3,3,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,87500,3,1,-4,-4,-4,-4,-4,-4,1,80000,3,1,3,3,3,3,3
54,4,3,3,3,3,1,-4,3,1,-4,-4,-4,-4,-4,1,-3,3,1,-4,-4,-4,-4,-4,-4,4,1,4,1,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-3,3,1,-4,-4,-4,-4,-4,-4,-4,1,-3,3,1,-4,-4,-4,-4,-4,-4,-4,-4,1,-3,3,1,4,2,4,1,4,-4,-4,-4,-4,-4,-4,-4,1,-3,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-3,3,1,4,2,3,3,4,-4,-4,-4,-4,-4,-4,1,11100,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,10000,3,1,2,3,3,3,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,8000,3,1,-4,-4,-4,-4,-4,-4,1,-3,3,1,4,3,3,3,3
55,3,3,3,2,3,1,43000,3,1,-4,-4,-4,-4,-4,1,-3,3,1,-4,-4,-4,-4,-4,-4,2,3,1,3,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,43800,3,1,-4,-4,-4,-4,-4,-4,-4,1,57000,3,1,3,-4,-4,-4,-4,-4,-4,-4,3,-3,2,0,3,3,3,3,3,-4,-4,-4,-4,-4,-4,-4,3,72500,2,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,80388,2,0,3,1,3,1,4,-4,-4,-4,-4,-4,-4,3,29000,2,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,62700,2,0,3,2,3,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,61000,2,0,-4,-4,-4,-4,-4,-4,3,72000,2,0,3,2,3,2,4
56,4,2,3,2,4,1,110305,3,1,-4,-4,-4,-4,-4,1,135500,3,1,-4,-4,-4,-4,-4,-4,3,2,3,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,4140,3,1,-4,-4,-4,-4,-4,-4,-4,1,171170,3,1,3,-4,-4,-4,-4,-4,-4,-4,1,421368,3,1,3,2,3,2,4,3,3,-4,-4,-4,-4,-4,1,343969,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-3,3,1,3,3,3,2,4,-4,-4,-4,-4,-4,-4,1,75200,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,313703,3,1,3,3,4,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,123301,3,1,-4,-4,-4,-4,-4,-4,1,120300,3,1,3,2,4,2,4
57,4,1,4,1,4,1,-4,3,1,-4,-4,-4,-4,-4,1,-3,3,1,-4,-4,-4,-4,-4,-4,3,1,3,1,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-3,3,1,-4,-4,-4,-4,-4,-4,-4,1,-3,3,1,-4,-4,-4,-4,-4,-4,-4,-4,1,-3,3,1,4,1,4,1,4,-4,-4,-4,-4,-4,-4,-4,1,-3,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-3,3,1,4,4,4,1,4,-4,-4,-4,-4,-4,-4,1,-3,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,22300,3,1,3,1,4,1,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,55000,3,1,-4,-4,-4,-4,-4,-4,1,52000,3,1,3,1,4,1,4
58,4,1,4,1,4,1,-4,3,1,-4,-4,-4,-4,-4,1,-4,3,1,-4,-4,-4,-4,-4,-4,3,2,4,1,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,11000,3,1,-4,-4,-4,-4,-4,-4,-4,1,10000,3,1,-4,-4,-4,-4,-4,-4,-4,-4,1,34000,3,1,3,2,4,2,4,-4,-4,-4,-4,-4,-4,-4,1,34000,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,14000,3,1,3,2,4,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,51000,3,1,4,2,3,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,53000,3,1,-4,-4,-4,-4,-4,-4,1,87000,3,1,3,1,4,1,4
59,4,2,4,2,4,1,31109,3,1,-4,-4,-4,-4,-4,1,52000,3,1,-4,-4,-4,-4,-4,-4,4,2,4,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-3,3,1,-4,-4,-4,-4,-4,-4,-4,1,-3,3,1,-4,-4,-4,-4,-4,-4,-4,-4,1,-3,3,1,3,2,4,2,4,-4,-4,-4,-4,-4,-4,-4,1,28800,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-3,3,1,4,2,4,2,4,-4,-4,-4,-4,-4,-4,1,-3,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,44274,3,1,2,3,3,3,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-3,3,1,-4,-4,-4,-4,-4,-4,1,-3,3,1,4,2,4,2,4
60,4,1,3,2,4,1,-4,2,1,-4,-4,-4,-4,-4,1,-4,2,1,-4,-4,-4,-4,-4,-4,3,2,4,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,2,1,-4,-4,-4,-4,-4,-4,-4,1,62500,2,1,-4,-4,-4,-4,-4,-4,-4,-4,1,-3,2,1,4,2,4,2,4,3,-4,-4,-4,-4,-4,-4,1,-3,2,1,3,-4,-4,-4,-4,-4,-4,-4,-4,1,1750,2,1,3,2,4,2,4,-4,-4,-4,-4,-4,-4,1,279104,2,1,3,3,-4,-4,-4,-4,-4,-4,-4,1,167500,2,1,2,3,3,2,4,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,108750,2,1,3,-4,-4,-4,-4,-4,1,4000,2,1,3,3,3,1,4
